Famille,Type produit,Complément Produit,Pays,Région,Sous-Région,Signe de l'Origine,Origine,Mention,Nom,Complément étiquette / Cuvée,Etiquette,Classement / Appellation,Du Classement / Climat,Producteur / Embouteilleur,Couleur,Premier millésime,Dernier Millésime,Millésime(s) non produit(s),C10
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,DE POTIRON,CUVEE EXCEPTIONNELLE,"CHATEAU DE POTIRON, CUVEE EXCEPTIONNELLE, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU DE POTIRON,ROUGE,ND,ND,ND,1195A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,DE POTIRON,CUVEE PASSION,"CHATEAU DE POTIRON, CUVEE PASSION, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU DE POTIRON,ROUGE,ND,ND,ND,1196A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,DE POTIRON,CUVEE PRIVILEGE,"CHATEAU DE POTIRON, CUVEE PRIVILEGE, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU DE POTIRON,ROUGE,ND,ND,ND,1197A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,DE POTIRON,L'OR DE POTIRON,"CHATEAU DE POTIRON, L'OR DE POTIRON, BORDEAUX, BLANC",ND,ND,SARL CHATEAU DE POTIRON,BLANC,ND,ND,ND,1198A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,BLANC DE REIGNAC,ND,"BLANC DE REIGNAC, BORDEAUX, BLANC",ND,ND,SARL CHATEAU DE REIGNAC,BLANC,ND,ND,ND,1199A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DE REIGNAC,ND,"CHATEAU DE REIGNAC, BORDEAUX SUPERIEUR, ROUGE - SECOND VIN",SECOND VIN,ND,SARL CHATEAU DE REIGNAC,ROUGE,ND,ND,ND,1200A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,ND,GRAND VIN DE REIGNAC,ND,"GRAND VIN DE REIGNAC, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU DE REIGNAC,ROUGE,ND,ND,ND,1201A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,ND,BALTHUS,ND,"BALTHUS, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU DE REIGNAC,ROUGE,ND,ND,ND,1202A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,ND,R DE REIGNAC,ND,"R DE REIGNAC, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU DE REIGNAC,ROUGE,ND,ND,ND,1203A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DES GRAVES,ND,"CHATEAU DES GRAVES, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU DES GRAVES,ROUGE,ND,ND,ND,1204A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,ND,PAVILLON DES GRAVES,ND,"PAVILLON DES GRAVES, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU DES GRAVES,ROUGE,ND,ND,ND,1205A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINTE-CROIX-DU-MONT,CHATEAU,DES MAILLES,ND,"CHATEAU DES MAILLES, SAINTE-CROIX-DU-MONT, BLANC",ND,ND,SARL CHATEAU DES MAILLES,BLANC,ND,ND,ND,1206A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,DES MAILLES,ND,"CHATEAU DES MAILLES, BORDEAUX, ROSE",ND,ND,SARL CHATEAU DES MAILLES,ROSE,ND,ND,ND,1207A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,DES MAILLES,ND,"CHATEAU DES MAILLES, BORDEAUX, BLANC",ND,ND,SARL CHATEAU DES MAILLES,BLANC,ND,ND,ND,1208A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,DES MAILLES,ND,"CHATEAU DES MAILLES, BORDEAUX, ROUGE",ND,ND,SARL CHATEAU DES MAILLES,ROUGE,ND,ND,ND,1209A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINTE-CROIX-DU-MONT,CHATEAU,DU HAUT MAYNE,ND,"CHATEAU DU HAUT MAYNE, SAINTE-CROIX-DU-MONT, BLANC",ND,ND,SARL CHATEAU DES MAILLES,BLANC,ND,ND,ND,1210A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,DES TEMPLIERS,ND,"CHATEAU DES TEMPLIERS, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU DES TEMPLIERS,ROUGE,ND,ND,ND,1211A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-ESTEPHE,CHATEAU,DOMEYNE,ND,"CHATEAU DOMEYNE, SAINT-ESTEPHE, ROUGE",ND,ND,SARL CHATEAU DOMEYNE,ROUGE,ND,ND,ND,1212A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-ESTEPHE,CHATEAU,FAGET,ND,"CHATEAU FAGET, SAINT-ESTEPHE, ROUGE",ND,ND,SARL CHATEAU DOMEYNE,ROUGE,ND,ND,ND,1213A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-ESTEPHE,CHATEAU,FAGET,LE CROISE,"CHATEAU FAGET, LE CROISE, SAINT-ESTEPHE, ROUGE",ND,ND,SARL CHATEAU DOMEYNE,ROUGE,ND,ND,ND,1214A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,HAUT VIGNOBLE DU PARC,ND,"CHATEAU HAUT VIGNOBLE DU PARC, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU DOMEYNE,ROUGE,ND,ND,ND,1215A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,DU HAUT GUERIN,ND,"CHATEAU DU HAUT GUERIN, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU DU HAUT GUERIN,ROUGE,ND,ND,ND,1216A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,FLEUR BALESTRE,ND,"CHATEAU FLEUR BALESTRE, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SARL CHATEAU FLEUR BALESTRE,ROUGE,ND,ND,ND,1217A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,ND,L'ECHO FLEUR BALESTRE,ND,"L'ECHO FLEUR BALESTRE, SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU FLEUR BALESTRE,ROUGE,ND,ND,ND,1218A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CASTILLON COTES-DE-BORDEAUX,ND,CUVEE PAUL,ND,"CUVEE PAUL, CASTILLON COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU FLEUR BALESTRE,ROUGE,ND,ND,ND,1219A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,LILLY ROSE,ND,"LILLY ROSE, BORDEAUX, ROSE",ND,ND,SARL CHATEAU FLEUR BALESTRE,ROSE,ND,ND,ND,1220A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MOULIS-EN-MEDOC,CHATEAU,FRANQUET GRAND POUJEAUX,ND,"CHATEAU FRANQUET GRAND POUJEAUX, MOULIS-EN-MEDOC, ROUGE",ND,ND,SARL CHATEAU FRANQUET GRAND POUJEAUX,ROUGE,ND,ND,ND,1221A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DARTIGUES,ND,"CHATEAU DARTIGUES, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU GAMAGE,ROUGE,ND,ND,ND,1222A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR ,CHATEAU,GAMAGE,ND,"CHATEAU GAMAGE, BORDEAUX SUPERIEUR , ROUGE",ND,ND,SARL CHATEAU GAMAGE,ROUGE,ND,ND,ND,1223A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,GRAVELINES,CUVEE ALIENOR,"CHATEAU GRAVELINES, CUVEE ALIENOR, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU GRAVELINES,ROUGE,ND,ND,ND,1224A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,GRAVELINES,CUVEE ALIENOR,"CHATEAU GRAVELINES, CUVEE ALIENOR, BORDEAUX, BLANC",ND,ND,SARL CHATEAU GRAVELINES,BLANC,ND,ND,ND,1225A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,GRAVELINES,CUVEE CARRAT,"CHATEAU GRAVELINES, CUVEE CARRAT, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU GRAVELINES,ROUGE,ND,ND,ND,1226A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,GRAVELINES,CUVEE CARRAT,"CHATEAU GRAVELINES, CUVEE CARRAT, BORDEAUX, BLANC",ND,ND,SARL CHATEAU GRAVELINES,BLANC,ND,ND,ND,1227A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINTE-CROIX-DU-MONT,CHATEAU,GRAVELINES,CUVEE DU TICH,"CHATEAU GRAVELINES, CUVEE DU TICH, SAINTE-CROIX-DU-MONT, BLANC",ND,ND,SARL CHATEAU GRAVELINES,BLANC,ND,ND,ND,1228A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,GRAVELINES,CUVEE TRADITION,"CHATEAU GRAVELINES, CUVEE TRADITION, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU GRAVELINES,ROUGE,ND,ND,ND,1229A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,PREMIERES COTES DE BORDEAUX,CHATEAU,GRAVELINES,M-SPIRIT,"CHATEAU GRAVELINES, M-SPIRIT, PREMIERES COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU GRAVELINES,ROUGE,ND,ND,ND,1230A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,COURETEAU,ND,"CHATEAU COURETEAU, CADILLAC COTES DE BORDEAUX, BLANC",ND,ND,SARL CHATEAU GRAVELINES,BLANC,ND,ND,ND,1231A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,PREMIERES COTES DE BORDEAUX,ND,CHEVALIER DE LAYRAND,ND,"CHEVALIER DE LAYRAND, PREMIERES COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU GRAVELINES,ROUGE,ND,ND,ND,1232A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,GRAVELINES,ND,"CHATEAU GRAVELINES, BORDEAUX, ROSE",ND,ND,SARL CHATEAU GRAVELINES,ROSE,ND,ND,ND,1233A0
VIN,VIN TRANQUILLE,CLAIRET,FRANCE,BORDEAUX,ND,AOC,BORDEAUX CLAIRET,CHATEAU,GRAVELINES,ND,"CHATEAU GRAVELINES, BORDEAUX CLAIRET, ROUGE",ND,ND,SARL CHATEAU GRAVELINES,ROUGE,ND,ND,ND,1234A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,PREMIERES COTES DE BORDEAUX,CHATEAU,GRAVELINES,ND,"CHATEAU GRAVELINES, PREMIERES COTES DE BORDEAUX, BLANC",ND,ND,SARL CHATEAU GRAVELINES,BLANC,ND,ND,ND,1235A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,IGP,VIN DE PAYS DE L'ATLANTIQUE,ND,LES BASTIDES DE GRAVELINES,ND,"LES BASTIDES DE GRAVELINES, VIN DE PAYS DE L'ATLANTIQUE, ROUGE",ND,ND,SARL CHATEAU GRAVELINES,ROUGE,ND,ND,ND,1236A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,LA CROIX DES GUNES,LE GRAND VIN,"CHATEAU LA CROIX DES GUNES, LE GRAND VIN, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1785,ROUGE,ND,ND,ND,1237A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,GUGES,LE GRAND VIN,"CHATEAU GUGES, LE GRAND VIN, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1785,ROUGE,ND,ND,ND,1238A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,GUNES,LE BOUQUET DE CISSUS,"CHATEAU GUNES, LE BOUQUET DE CISSUS, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1786,ROUGE,ND,ND,ND,1239A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,GUGES,LE BOUQUET DE CISSUS,"CHATEAU GUGES, LE BOUQUET DE CISSUS, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1786,ROUGE,ND,ND,ND,1240A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,LA CROIX DES GUNES,LE PETIT ROI,"CHATEAU LA CROIX DES GUNES, LE PETIT ROI, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1787,ROUGE,ND,ND,ND,1241A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,GUNES,LE PETIT ROI,"CHATEAU GUNES, LE PETIT ROI, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1787,ROUGE,ND,ND,ND,1242A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,GUGES,LE PETIT ROI,"CHATEAU GUGES, LE PETIT ROI, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1787,ROUGE,ND,ND,ND,1243A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,GUGES,LA PRINCESSE,"CHATEAU GUGES, LA PRINCESSE, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1788,ROUGE,ND,ND,ND,1244A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,LA CROIX DES GUNES,LA PRINCESSE,"CHATEAU LA CROIX DES GUNES, LA PRINCESSE, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1789,ROUGE,ND,ND,ND,1245A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,GUNES,GRAND VIN L'HERITAGE,"CHATEAU GUNES, GRAND VIN L'HERITAGE, HAUT-MEDOC, ROUGE",ND,ND,SARL CHATEAU GUGES 1790,ROUGE,ND,ND,ND,1246A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,L'ESPERANCE,CUVEE TROIS FRERES,"CHATEAU L'ESPERANCE, CUVEE TROIS FRERES, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU L ESPERANCE,ROUGE,ND,ND,ND,1247A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,L'ESPERANCE,INSTINCT,"CHATEAU L'ESPERANCE, INSTINCT, BLAYE COTES-DE-BORDEAUX, BLANC",ND,ND,SARL CHATEAU L ESPERANCE,BLANC,ND,ND,ND,1248A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,L'ESPERANCE,LES CEDRES,"CHATEAU L'ESPERANCE, LES CEDRES, COTES-DE-BOURG, ROUGE",ND,ND,SARL CHATEAU L ESPERANCE,ROUGE,ND,ND,ND,1249A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,FOL'ESPERANCE,ND,"CHATEAU FOL'ESPERANCE, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU L ESPERANCE,ROUGE,ND,ND,ND,1250A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,L'ESPERANCE,ND,"CHATEAU L'ESPERANCE, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU L ESPERANCE,ROUGE,ND,ND,ND,1251A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,L'ETOILE DE SALLES,CUVEE PRESTIGE,"CHATEAU L'ETOILE DE SALLES, CUVEE PRESTIGE, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU L ETOILE DE SALLES,ROUGE,ND,ND,ND,1252A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,CLOS DE LA CHESNAIE,ND,"CHATEAU CLOS DE LA CHESNAIE, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU L ETOILE DE SALLES,ROUGE,ND,ND,ND,1253A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,L'ETOILE DE SALLES,ND,"CHATEAU L'ETOILE DE SALLES, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU L ETOILE DE SALLES,ROUGE,ND,ND,ND,1254A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CLOS,DE VIAUD,ND,"CLOS DE VIAUD, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU L ETOILE DE SALLES,ROUGE,ND,ND,ND,1255A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,SAINT LOUIS VIEUX GALVESSE,ND,"CHATEAU SAINT LOUIS VIEUX GALVESSE, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU L ETOILE DE SALLES,ROUGE,ND,ND,ND,1256A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CLUZAN,CUVEE LA VALIERE,"CHATEAU CLUZAN, CUVEE LA VALIERE, BORDEAUX, ROUGE",ND,ND,SARL CHATEAU LA CROIX CASTAN,ROUGE,ND,ND,ND,1257A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CLUZAN,ND,"CHATEAU CLUZAN, BORDEAUX, ROUGE",ND,ND,SARL CHATEAU LA CROIX CASTAN,ROUGE,ND,ND,ND,1258A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CLUZAN,ND,"CHATEAU CLUZAN, BORDEAUX, BLANC",ND,ND,SARL CHATEAU LA CROIX CASTAN,BLANC,ND,ND,ND,1259A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CLUZAN,ND,"CHATEAU CLUZAN, BORDEAUX, ROSE",ND,ND,SARL CHATEAU LA CROIX CASTAN,ROSE,ND,ND,ND,1260A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,LA CROIX DE PAWLOWSKI,ND,"CHATEAU LA CROIX DE PAWLOWSKI, COTES-DE-BOURG, ROUGE",ND,ND,SARL CHATEAU LA CROIX DE PAWLOWSKI,ROUGE,ND,ND,ND,1261A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,LA CROIX VIOLET,ND,"CHATEAU LA CROIX VIOLET, COTES-DE-BOURG, ROUGE",ND,ND,SARL CHATEAU LA CROIX DE PAWLOWSKI,ROUGE,ND,ND,ND,1262A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,ND,DUC DE PALOWSKI,ND,"DUC DE PALOWSKI, COTES-DE-BOURG, BLANC",ND,ND,SARL CHATEAU LA CROIX DE PAWLOWSKI,BLANC,ND,ND,ND,1263A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,MOULIN DU SUD,LES HIRONDELLES,"CHATEAU MOULIN DU SUD, LES HIRONDELLES, BORDEAUX, BLANC",ND,ND,SARL CHATEAU LA CROIX TAILLEFER,BLANC,ND,ND,ND,1264A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,CHATEAU,LA CROIX TAILLEFER,ND,"CHATEAU LA CROIX TAILLEFER, POMEROL, ROUGE",ND,ND,SARL CHATEAU LA CROIX TAILLEFER,ROUGE,ND,ND,ND,1265A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,CHATEAU,BEAU SOLEIL,ND,"CHATEAU BEAU SOLEIL, POMEROL, ROUGE",ND,ND,SARL CHATEAU LA CROIX TAILLEFER,ROUGE,ND,ND,ND,1266A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,ND,ROMULUS,ND,"ROMULUS, POMEROL, ROUGE",ND,ND,SARL CHATEAU LA CROIX TAILLEFER,ROUGE,ND,ND,ND,1267A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,CHATEAU,LA LOUBIERE,ND,"CHATEAU LA LOUBIERE, POMEROL, ROUGE",ND,ND,SARL CHATEAU LA CROIX TAILLEFER,ROUGE,ND,ND,ND,1268A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,VIEUX-RIVIERE,ND,"CHATEAU VIEUX-RIVIERE, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU LA CROIX TAILLEFER,ROUGE,ND,ND,ND,1269A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,ND,BONNES RIVES,ND,"BONNES RIVES, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU LA CROIX TAILLEFER,ROUGE,ND,ND,ND,1270A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,MOULIN DU SUD,ND,"CHATEAU MOULIN DU SUD, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU LA CROIX TAILLEFER,ROUGE,ND,ND,ND,1271A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DE LA VIEILLE CHAPELLE,RESERVE,"CHATEAU DE LA VIEILLE CHAPELLE, RESERVE, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU LA VIEILLE CHAPELLE,ROUGE,ND,ND,ND,1272A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,DE LA VIEILLE CHAPELLE,TRADITION,"CHATEAU DE LA VIEILLE CHAPELLE, TRADITION, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU LA VIEILLE CHAPELLE,ROUGE,ND,ND,ND,1273A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,LES AMUSES GUEULES,ND,"LES AMUSES GUEULES, BORDEAUX, BLANC",ND,ND,SARL CHATEAU LA VIEILLE CHAPELLE,BLANC,ND,ND,ND,1274A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,LES GRANDS BLANCS,ND,"LES GRANDS BLANCS, BORDEAUX, BLANC",ND,ND,SARL CHATEAU LA VIEILLE CHAPELLE,BLANC,ND,ND,ND,1275A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,LES MERLOTS DE BAUDET,ND,"LES MERLOTS DE BAUDET, BORDEAUX, ROUGE",ND,ND,SARL CHATEAU LA VIEILLE CHAPELLE,ROUGE,ND,ND,ND,1276A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,FRONSAC,CHATEAU,LA VIEILLE CROIX,ND,"CHATEAU LA VIEILLE CROIX, FRONSAC, ROUGE",ND,ND,SARL CHATEAU LA VIEILLE CROIX,ROUGE,ND,ND,ND,1277A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,FRONSAC,CHATEAU,LORMENAT,ND,"CHATEAU LORMENAT, FRONSAC, ROUGE",ND,ND,SARL CHATEAU LA VIEILLE CROIX,ROUGE,ND,ND,ND,1278A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,FRONSAC,CHATEAU,LA LUBIE D'ARSILEMONT,ND,"CHATEAU LA LUBIE D'ARSILEMONT, FRONSAC, ROUGE",ND,ND,SARL CHATEAU LA VIEILLE CROIX,ROUGE,ND,ND,ND,1279A0
VIN,VIN TRANQUILLE,LIQUOREUX,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,CHATEAU,LAFAURIE PEYRAGUEY,CREME DE TETE,"CHATEAU LAFAURIE PEYRAGUEY, CREME DE TETE, SAUTERNES, BLANC",ND,ND,SARL CHATEAU LAFAURIE PEYRAGUEY,BLANC,ND,ND,ND,1280A0
